Age Range,RemoteWork,EdLevel,YearsCode,DevType,OrgSize,Country,ICorPM,WorkExp,Industry,TotalComp
30,In-person,Masters,9,"Developer, back-end",7500,United States of America,Individual contributor,0,Software Development,220000
30,Remote,Bachelors,8,"Developer, back-end",10000,United States of America,Individual contributor,7,Software Development,220000
30,Remote,Some college,10,DevOps specialist,7500,United States of America,Individual contributor,6,Media & Advertising Services,123600
30,In-person,Bachelors,9,"Developer, embedded applications or devices",7500,United States of America,,0,Other,130000
30,Hybrid,Masters,8,Data scientist or machine learning specialist,250,United States of America,,0,Other,165000
30,In-person,Bachelors,9,Other,500 to 999,United States of America,,0,Other,70000
40,Remote,Some college,21,"Developer, full-stack",250,Argentina,,0,Other,6000
40,Remote,Bachelors,25,"Developer, full-stack",25,United States of America,,0,Other,60000
40,In-person,Bachelors,25,"Developer, desktop or enterprise applications",7500,United States of America,,0,Other,150000
30,Remote,Primary school,8,Other,15,United States of America,,0,Other,220000
30,Remote,Bachelors,6,"Developer, back-end",7500,United States of America,,0,Other,105000
20,Hybrid,Bachelors,5,"Developer, desktop or enterprise applications",500 to 999,United States of America,Individual contributor,1,Software Development,50000
30,In-person,Associates,8,Data or business analyst,500 to 999,United States of America,Individual contributor,7,Energy,111000
50,In-person,Bachelors,20,"Developer, full-stack",10000,United States of America,Individual contributor,23,Higher Education,92000
30,Remote,Bachelors,14,"Developer, full-stack",2500,United States of America,Individual contributor,10,Healthcare,230000
30,Remote,Bachelors,10,"Developer, full-stack",50,Mexico,,0,Other,150000
50,In-person,Bachelors,29,"Developer, full-stack",15,United States of America,Individual contributor,29,Manufacturing,105000
30,Remote,Bachelors,14,"Developer, full-stack",250,United States of America,,0,Other,140000
40,Hybrid,Bachelors,26,"Developer, QA or test",2500,United States of America,,0,Other,130000
70,Hybrid,Some college,50,"Developer, full-stack",7500,United States of America,Individual contributor,49,Computer Systems Design and Services,205000
30,Hybrid,Bachelors,11,"Developer, full-stack",15,United States of America,,0,Other,161000
40,Remote,Bachelors,17,"Developer, full-stack",7500,United States of America,Individual contributor,17,Energy,185000
50,Remote,Bachelors,35,"Developer, full-stack",500 to 999,United States of America,Individual contributor,27,Healthcare,180000
40,Hybrid,Bachelors,30,"Developer, full-stack",25,United States of America,Individual contributor,12,Other,105000
30,In-person,Professional degree,10,Academic researcher,15,United States of America,,0,Other,42000
40,Hybrid,Bachelors,25,"Developer, embedded applications or devices",50,United States of America,Individual contributor,20,Other,70000
20,In-person,Bachelors,9,"Developer, full-stack",10000,United States of America,Individual contributor,3,Healthcare,163000
40,Remote,Bachelors,20,"Engineer, site reliability",1,United States of America,,0,Other,100000
30,In-person,Professional degree,15,Academic researcher,25,United States of America,,0,Other,61500
40,Remote,Bachelors,15,"Developer, mobile",2500,United States of America,Individual contributor,11,Internet Telecomm or Information Services,200000
40,Hybrid,Bachelors,23,Marketing or sales professional,15,United States of America,,0,Other,115000
30,Hybrid,Bachelors,12,"Developer, mobile",10000,United States of America,Individual contributor,9,Fintech,210000
40,Remote,Bachelors,17,"Developer, back-end",10000,United States of America,,0,Other,270000
20,Hybrid,Masters,5,Academic researcher,25,United States of America,,0,Other,24000
30,Remote,Masters,24,"Developer, embedded applications or devices",500 to 999,United States of America,Individual contributor,10,Transportation or Supply Chain,201000
40,Remote,Some college,15,"Developer, full-stack",10000,United States of America,Individual contributor,22,Healthcare,140000
30,Hybrid,Bachelors,10,"Developer, full-stack",7500,United States of America,Individual contributor,6,Other,153000
40,Remote,Bachelors,26,"Developer, back-end",5,United States of America,Individual contributor,20,Software Development,220000
30,Hybrid,Professional degree,11,"Developer, AI",500 to 999,United States of America,,0,Other,212000
40,Remote,Bachelors,15,"Developer, full-stack",50,United States of America,,0,Other,175000
30,Remote,Bachelors,14,"Developer, back-end",250,Pakistan,People manager,10,Software Development,30000
30,Remote,Bachelors,6,Other,2500,United States of America,,0,Other,208000
30,Remote,Masters,12,"Developer, back-end",250,Ukraine,Individual contributor,7,Fintech,66000
20,In-person,Bachelors,10,"Developer, full-stack",10000,United States of America,Individual contributor,1,Healthcare,138000
30,Hybrid,Bachelors,7,Engineering manager,15,United States of America,,0,Other,187000
20,Remote,Some college,5,"Developer, full-stack",1,United States of America,,0,Other,140000
40,Remote,Masters,21,"Developer, front-end",2500,Ukraine,Individual contributor,21,Software Development,60000
40,In-person,Bachelors,18,"Engineer, site reliability",10000,United States of America,Individual contributor,10,Other,240000
30,Remote,Bachelors,12,"Developer, full-stack",50,United States of America,Individual contributor,7,Software Development,110000
30,Hybrid,Masters,15,Product manager,2500,Hong Kong (S.A.R.),People manager,6,Energy,96000
40,Hybrid,Masters,20,"Developer, embedded applications or devices",10000,United States of America,People manager,12,Software Development,400000
20,Remote,Bachelors,9,Blockchain,50,Georgia,Individual contributor,6,Software Development,120000
40,Remote,Primary school,28,"Developer, back-end",5,Ukraine,,0,Other,60000
40,Hybrid,Bachelors,10,Cloud infrastructure engineer,10000,United States of America,Individual contributor,15,Retail and Consumer Services,140000
30,Remote,Bachelors,15,"Developer, full-stack",1,United States of America,,0,Other,30000
30,Hybrid,Masters,15,"Developer, game or graphics",250,Belarus,Individual contributor,11,Software Development,36000
30,Remote,Bachelors,11,"Developer, back-end",500 to 999,Armenia,,0,Other,100000
30,Remote,Masters,4,"Developer, QA or test",250,Ukraine,Individual contributor,6,Software Development,36000
30,In-person,Bachelors,8,"Developer, back-end",250,Ukraine,Individual contributor,7,Software Development,38568
30,Remote,Some college,2,"Developer, QA or test",50,Ukraine,People manager,2,Internet Telecomm or Information Services,14400
30,Hybrid,Bachelors,15,"Developer, full-stack",10000,United States of America,Individual contributor,10,Fintech,120000
40,Remote,Masters,15,"Developer, full-stack",50,United States of America,,0,Other,150000
20,Remote,Masters,6,"Developer, back-end",15,Ukraine,Individual contributor,4,Software Development,28000
30,Remote,Masters,15,"Developer, full-stack",15,Dominican Republic,Individual contributor,10,Fintech,46080
30,Remote,Masters,17,"Developer, mobile",250,Israel,Individual contributor,11,Software Development,190000
30,Remote,Some college,13,"Developer, mobile",50,Nepal,,0,Other,24000
30,Remote,Masters,10,Other,2500,Ukraine,,0,Other,180000
30,Remote,Masters,10,"Developer, back-end",10000,Ukraine,Individual contributor,5,Software Development,36000
60,Remote,Bachelors,47,"Developer, embedded applications or devices",50,United States of America,People manager,37,Manufacturing,135000
30,Remote,Masters,15,"Developer, full-stack",50,Ukraine,,0,Other,51600
30,Remote,Bachelors,10,"Developer, back-end",10000,Viet Nam,People manager,10,Retail and Consumer Services,56500
30,Remote,Masters,11,Engineering manager,2500,Ukraine,People manager,9,Other,65000
40,Hybrid,Bachelors,30,"Engineer, site reliability",10000,United States of America,Individual contributor,21,Higher Education,190000
40,Remote,Some college,6,"Developer, front-end",50,Ukraine,Individual contributor,5,Software Development,58000
40,Remote,Associates,22,Engineering manager,250,Turkey,People manager,21,Software Development,162000
30,Remote,Masters,9,"Developer, QA or test",50,Ukraine,,0,Other,60000
40,Remote,Some college,25,"Developer, full-stack",15,United States of America,People manager,25,Higher Education,95000
30,Remote,Bachelors,10,"Developer, full-stack",10000,United States of America,,0,Other,160000
70,Hybrid,Bachelors,40,"Developer, mobile",250,United States of America,Individual contributor,42,Insurance,130000
60,Hybrid,Some college,45,"Developer, full-stack",5,United States of America,People manager,32,Software Development,240000
30,Remote,Masters,14,"Developer, front-end",15,Ukraine,Individual contributor,10,Software Development,54000
30,Hybrid,Bachelors,9,"Developer, full-stack",2500,United States of America,,0,Other,102000
20,Remote,Bachelors,10,"Developer, QA or test",10000,United States of America,Individual contributor,2,Software Development,105000
30,Hybrid,Bachelors,11,"Developer, full-stack",2500,United States of America,Individual contributor,7,Retail and Consumer Services,300000
30,Remote,Some college,11,Engineering manager,250,United States of America,People manager,11,Healthcare,155000
50,Hybrid,Masters,28,"Engineer, site reliability",10000,United States of America,Individual contributor,27,Banking or Financial Services,160000
40,Remote,Bachelors,22,Developer Experience,500 to 999,United States of America,Individual contributor,14,Other,190000
60,Remote,Some college,44,"Developer, desktop or enterprise applications",2500,United States of America,Individual contributor,44,Software Development,90000
40,Hybrid,Masters,19,Engineering manager,10000,United States of America,People manager,13,Banking or Financial Services,400000
30,Remote,Masters,10,"Developer, front-end",50,Ukraine,Individual contributor,10,Healthcare,76800
40,Remote,Bachelors,15,"Developer, full-stack",500 to 999,United States of America,,0,Other,221000
30,In-person,Some college,11,System administrator,2500,United States of America,Individual contributor,8,Other,83080
30,Remote,Bachelors,11,"Developer, front-end",250,United States of America,,0,Other,104000
60,Remote,Bachelors,35,"Developer, full-stack",10000,United States of America,Individual contributor,30,Other,189000
40,Remote,Bachelors,14,"Developer, full-stack",5,United States of America,,0,Other,219775
40,Remote,Secondary school,9,Other,15,United States of America,,0,Other,110000
30,Remote,Bachelors,10,"Developer, full-stack",15,United States of America,,0,Other,125000
30,Remote,Bachelors,14,"Developer, back-end",50,United States of America,,0,Other,181500
30,Hybrid,Bachelors,9,"Developer, back-end",2500,United States of America,Individual contributor,5,Retail and Consumer Services,214000
60,Remote,Bachelors,43,"Developer, full-stack",15,United States of America,Individual contributor,36,Transportation or Supply Chain,82000
30,Hybrid,Some college,7,"Developer, full-stack",1,Somalia,,0,Other,15000
20,Hybrid,Bachelors,12,DevOps specialist,7500,United States of America,Individual contributor,1,Software Development,103000
30,In-person,Masters,11,Academic researcher,7500,United States of America,Individual contributor,7,Higher Education,35000
40,Remote,Masters,14,"Developer, full-stack",1,United Arab Emirates,,0,Other,30000
60,Remote,Bachelors,37,"Developer, full-stack",2500,United States of America,Individual contributor,42,Other,130000
70,Hybrid,Masters,50,"Developer, embedded applications or devices",1,United States of America,,0,Other,120000
60,Remote,Bachelors,40,"Developer, back-end",250,United States of America,Individual contributor,34,Software Development,200000
40,Remote,Bachelors,10,"Developer, back-end",10000,United States of America,Individual contributor,5,Other,107000
30,Remote,Bachelors,11,"Developer, back-end",250,United States of America,People manager,15,Higher Education,180000
40,Remote,Some college,18,"Developer, back-end",2500,United States of America,Individual contributor,20,Fintech,140000
20,In-person,Bachelors,5,"Developer, back-end",50,United States of America,,0,Other,90000
40,Hybrid,Bachelors,18,"Developer, full-stack",500 to 999,United States of America,Individual contributor,18,Media & Advertising Services,210000
30,Hybrid,Bachelors,10,"Developer, full-stack",5,United States of America,Individual contributor,3,Manufacturing,60000
40,Remote,Bachelors,25,"Developer, full-stack",15,United States of America,Individual contributor,22,Software Development,200000
40,In-person,Bachelors,20,"Developer, front-end",10000,United States of America,,0,Other,160000
30,Remote,Masters,10,"Developer, embedded applications or devices",10000,United States of America,Individual contributor,6,Other,148000
40,Remote,Some college,15,"Developer, full-stack",2500,United States of America,Individual contributor,12,Software Development,98000
30,Hybrid,Professional degree,9,"Developer, full-stack",50,United States of America,Individual contributor,4,Software Development,130000
20,Remote,Some college,4,Student,10000,United States of America,Individual contributor,1,Retail and Consumer Services,24000
30,Hybrid,Bachelors,4,Other,2500,United States of America,,0,Other,70000
30,Remote,Masters,10,Data scientist or machine learning specialist,50,United States of America,Individual contributor,6,Energy,120000
30,In-person,Bachelors,8,"Developer, full-stack",7500,United States of America,Individual contributor,7,Manufacturing,110000
50,Remote,Some college,15,Cloud infrastructure engineer,2500,United States of America,Individual contributor,20,Software Development,350000
60,Remote,Bachelors,30,"Developer, full-stack",50,United States of America,,23,Government,153000
40,In-person,Masters,22,"Developer, back-end",15,Suriname,Individual contributor,12,Software Development,26000
40,Remote,Masters,24,"Developer, full-stack",50,Argentina,Individual contributor,20,Software Development,40000
40,Remote,Professional degree,18,Data scientist or machine learning specialist,10000,United States of America,Individual contributor,12,Manufacturing,250000
40,Hybrid,Bachelors,12,Data or business analyst,250,United States of America,Individual contributor,10,Banking or Financial Services,62000
40,Hybrid,Bachelors,20,Data engineer,10000,United States of America,Individual contributor,16,Healthcare,125000
20,Hybrid,Bachelors,7,"Developer, full-stack",50,Pakistan,,0,Other,6500
40,Hybrid,Some college,17,"Developer, full-stack",7500,United States of America,Individual contributor,17,Other,217000
50,Remote,Bachelors,38,"Developer, full-stack",250,United States of America,,0,Other,225000
40,Remote,Bachelors,20,"Engineer, site reliability",25,United States of America,,0,Other,88000
30,In-person,Associates,5,"Developer, full-stack",5,Ecuador,People manager,2,Software Development,13400
30,Remote,Bachelors,15,"Developer, full-stack",250,United States of America,Individual contributor,15,Software Development,206000
30,Remote,Bachelors,15,"Developer, full-stack",15,United States of America,Individual contributor,7,Software Development,170000
40,Remote,Bachelors,12,"Developer, mobile",5,United States of America,Individual contributor,8,Software Development,20000
30,Remote,Bachelors,10,"Developer, full-stack",2500,Brazil,Individual contributor,7,Software Development,84000
30,Remote,Bachelors,9,"Developer, back-end",15,Argentina,,0,Other,75000
30,Hybrid,Masters,17,DevOps specialist,250,United States of America,,0,Other,165000
20,Remote,Associates,7,Data scientist or machine learning specialist,500 to 999,United States of America,Individual contributor,1,Manufacturing,33000
30,Hybrid,Bachelors,16,Engineering manager,50,United States of America,People manager,12,Healthcare,180000
40,Remote,Some college,10,"Developer, AI",250,United States of America,,0,Other,230000
30,Remote,Masters,5,"Developer, back-end",250,Argentina,,0,Other,43500
40,Remote,Masters,8,"Developer, back-end",250,United States of America,Individual contributor,7,Healthcare,130000
50,Remote,Bachelors,25,"Developer, full-stack",50,United States of America,Individual contributor,22,Software Development,150000
40,Hybrid,Bachelors,8,"Developer, full-stack",10000,United States of America,Individual contributor,3,Retail and Consumer Services,110000
60,Remote,Bachelors,40,"Developer, back-end",5,United States of America,Individual contributor,40,Higher Education,150000
30,Hybrid,Bachelors,7,Developer Experience,10000,United States of America,Individual contributor,4,Software Development,175000
40,Remote,Bachelors,16,"Developer, desktop or enterprise applications",10000,United States of America,Individual contributor,14,Software Development,295000
20,Hybrid,Bachelors,7,"Developer, full-stack",10000,United States of America,Individual contributor,2,Software Development,95000
30,Hybrid,Bachelors,13,"Developer, full-stack",250,United States of America,Individual contributor,9,Manufacturing,55000
40,Remote,Bachelors,20,"Developer, desktop or enterprise applications",50,United States of America,Individual contributor,20,Banking or Financial Services,120000
60,Hybrid,Bachelors,39,"Developer, full-stack",7500,United States of America,Individual contributor,39,Banking or Financial Services,115000
20,Remote,Masters,7,"Developer, full-stack",15,Ukraine,Individual contributor,5,Other,36000
30,Remote,Bachelors,12,"Developer, back-end",2500,United States of America,Individual contributor,4,Internet Telecomm or Information Services,140000
40,Hybrid,Masters,20,Other,500 to 999,United States of America,People manager,18,Higher Education,90000
30,Remote,Bachelors,6,"Developer, back-end",50,Colombia,Individual contributor,4,Media & Advertising Services,60000
60,Remote,Some college,21,"Developer, full-stack",5,United States of America,Individual contributor,25,Software Development,80000
20,Hybrid,Bachelors,5,"Developer, full-stack",7500,United States of America,Individual contributor,1,Software Development,113000
60,Remote,Some college,43,"Developer, desktop or enterprise applications",250,United States of America,,0,Other,105040
30,Hybrid,Bachelors,15,"Developer, full-stack",50,United States of America,Individual contributor,15,Media & Advertising Services,85000
50,Remote,Associates,26,"Developer, full-stack",500 to 999,United States of America,Individual contributor,25,Healthcare,110000
50,Hybrid,Bachelors,28,"Developer, full-stack",250,United States of America,Individual contributor,28,Government,215000
30,Hybrid,Masters,5,"Developer, game or graphics",7500,United States of America,Individual contributor,3,Software Development,100000
30,Remote,Masters,13,"Developer, full-stack",2500,United States of America,Individual contributor,8,Energy,160000
30,Remote,Bachelors,12,"Developer, full-stack",5,United States of America,Individual contributor,3,Software Development,92720
40,Hybrid,Masters,10,"Developer, back-end",50,Ukraine,,0,Other,31500
60,Hybrid,Professional degree,40,"Developer, back-end",50,United States of America,People manager,25,Software Development,175000
20,Hybrid,Secondary school,7,"Developer, full-stack",2500,United States of America,Individual contributor,1,Insurance,80000
30,Remote,Some college,13,"Developer, full-stack",10000,United States of America,Individual contributor,5,Other,70000
40,Remote,Professional degree,9,Data engineer,50,United States of America,Individual contributor,6,Other,93000
60,Remote,Masters,46,Other,7500,United States of America,Individual contributor,28,Higher Education,90000
60,In-person,Bachelors,6,System administrator,50,United States of America,Individual contributor,33,Retail and Consumer Services,115000
30,Remote,Bachelors,15,Other,5,United States of America,,0,Other,120000
30,Remote,Some college,10,"Developer, full-stack",2500,United States of America,,0,Other,170000
30,Hybrid,Some college,13,"Developer, full-stack",250,United States of America,,0,Other,60000
30,Hybrid,Bachelors,14,"Developer, back-end",10000,United States of America,Individual contributor,12,Manufacturing,120000
30,Hybrid,Professional degree,7,Data or business analyst,50,United States of America,Individual contributor,2,Fintech,155000
50,Hybrid,Some college,9,Engineering manager,50,United States of America,People manager,29,Fintech,183000
30,Remote,Some college,8,"Developer, full-stack",1,Republic of North Macedonia,,0,Other,6000
50,Remote,Masters,20,Data or business analyst,10000,United States of America,,0,Other,180000
40,Remote,Some college,25,"Developer, full-stack",250,Argentina,Individual contributor,9,Fintech,55200
30,Remote,Some college,12,Educator,50,United States of America,Individual contributor,4,Software Development,74000
40,In-person,Masters,15,Educator,250,United States of America,Individual contributor,20,Higher Education,77250
20,Hybrid,Bachelors,6,"Developer, back-end",10000,United States of America,Individual contributor,1,Banking or Financial Services,100000
40,In-person,Masters,14,Data scientist or machine learning specialist,2500,United States of America,Individual contributor,10,Government,147000
30,Remote,Associates,18,Other,250,United States of America,Individual contributor,10,Fintech,200000
60,Remote,Professional degree,28,"Developer, full-stack",1,United States of America,Individual contributor,29,Retail and Consumer Services,50000
30,Remote,Bachelors,5,"Developer, front-end",1,"Venezuela, Bolivarian Republic of...",,0,Other,15000
40,Remote,Bachelors,20,"Developer, back-end",50,United States of America,,0,Other,176000
40,Remote,Some college,16,"Developer, full-stack",2500,United States of America,Individual contributor,10,Software Development,200000
30,Remote,Masters,16,Research & Development role,7500,Ukraine,,0,Other,75600
30,Remote,Masters,14,"Developer, full-stack",7500,Ukraine,,0,Other,45000
40,Hybrid,Some college,9,"Developer, back-end",250,United States of America,Individual contributor,8,Software Development,126000
40,Hybrid,Masters,17,"Developer, embedded applications or devices",10000,United States of America,,0,Other,150000
50,In-person,Bachelors,15,"Developer, desktop or enterprise applications",10000,United States of America,Individual contributor,10,Other,132000
30,In-person,Bachelors,13,"Developer, back-end",10000,United States of America,,0,Other,400000
30,Remote,Associates,20,"Developer, back-end",50,United States of America,Individual contributor,14,Software Development,97000
30,Remote,Masters,6,"Developer, back-end",250,Guatemala,Individual contributor,6,Banking or Financial Services,24000
30,Remote,Bachelors,11,"Developer, full-stack",500 to 999,United States of America,Individual contributor,7,Internet Telecomm or Information Services,125000
40,Remote,Bachelors,27,Other,2500,United States of America,Individual contributor,15,Software Development,240000
60,Hybrid,Bachelors,44,"Developer, full-stack",500 to 999,United States of America,Individual contributor,37,Government,163000
40,Remote,Bachelors,23,"Developer, back-end",2500,United States of America,,0,Other,260000
40,Hybrid,Bachelors,22,"Senior Executive (C-Suite, VP, etc.)",5,United States of America,People manager,20,Software Development,127500
60,Hybrid,Bachelors,42,"Developer, full-stack",250,United States of America,Individual contributor,30,Fintech,270000
30,Hybrid,Bachelors,14,Other,10000,United States of America,Individual contributor,8,Software Development,160000
30,Remote,Bachelors,12,"Developer, full-stack",5,Argentina,Individual contributor,7,Fintech,62400
70,Hybrid,Some college,45,"Developer, desktop or enterprise applications",250,United States of America,Individual contributor,45,Other,150000
60,Remote,Bachelors,21,"Developer, full-stack",250,United States of America,,0,Other,125000
30,In-person,Bachelors,5,"Developer, full-stack",50,United States of America,Individual contributor,5,Manufacturing,75000
40,Remote,Bachelors,24,"Developer, full-stack",50,Uruguay,Individual contributor,16,Internet Telecomm or Information Services,120000
60,Remote,Some college,40,"Developer, back-end",50,United States of America,Individual contributor,40,Software Development,140000
20,In-person,Bachelors,6,"Developer, desktop or enterprise applications",7500,United States of America,Individual contributor,2,Energy,90000
40,Hybrid,Some college,31,"Developer, back-end",1,Zimbabwe,,0,Other,80000
40,Hybrid,Bachelors,6,"Developer, full-stack",250,United States of America,Individual contributor,6,Software Development,107000
30,Hybrid,Masters,11,"Developer, full-stack",50,Ukraine,Individual contributor,5,Fintech,6000
40,Remote,Masters,10,Data engineer,1,United States of America,People manager,15,Fintech,180000
30,Remote,Masters,3,"Developer, front-end",250,United States of America,Individual contributor,3,Other,91000
20,Hybrid,Bachelors,9,"Developer, embedded applications or devices",2500,United States of America,,0,Other,82000
20,In-person,Some college,4,"Developer, full-stack",10000,United States of America,,0,Other,72000
40,In-person,Some college,26,"Developer, full-stack",50,United States of America,Individual contributor,15,Manufacturing,102000
30,Remote,Bachelors,7,"Developer, full-stack",250,United States of America,,0,Other,96000
60,Remote,Bachelors,46,Project manager,7500,United States of America,,0,Other,190000
30,Hybrid,Bachelors,3,"Developer, full-stack",5,United States of America,Individual contributor,2,Software Development,40000
70,Hybrid,Masters,48,"Developer, desktop or enterprise applications",1,United States of America,,0,Other,200000
40,Hybrid,Some college,27,"Developer, back-end",10000,United States of America,,0,Other,220000
20,Remote,Some college,8,"Developer, full-stack",250,United States of America,,0,Other,48000
40,Remote,Some college,17,"Developer, back-end",250,United States of America,,0,Other,250000
60,Remote,Masters,40,"Developer, full-stack",250,United States of America,,0,Other,250000
30,Hybrid,Professional degree,13,Educator,500 to 999,United States of America,Individual contributor,9,Higher Education,100000
40,Remote,Bachelors,6,"Developer, front-end",5,Egypt,Individual contributor,4,Software Development,120000
50,Remote,Masters,41,Data engineer,500 to 999,United States of America,,0,Other,350000
50,Remote,Primary school,27,DevOps specialist,50,United States of America,,0,Other,172000
40,Remote,Masters,16,"Developer, full-stack",500 to 999,United States of America,Individual contributor,12,Other,160000
60,Remote,Some college,35,"Senior Executive (C-Suite, VP, etc.)",15,United States of America,,0,Other,153000
30,Remote,Bachelors,6,"Developer, full-stack",250,United States of America,Individual contributor,5,Transportation or Supply Chain,120000
30,Remote,Bachelors,7,"Developer, back-end",50,United States of America,,0,Other,147500
30,Hybrid,Masters,9,"Developer, full-stack",2500,United States of America,Individual contributor,7,Fintech,130000
40,Hybrid,Secondary school,23,"Developer, full-stack",250,United States of America,Individual contributor,20,Software Development,132000
60,Hybrid,Masters,32,"Developer, back-end",50,United States of America,Individual contributor,33,Banking or Financial Services,140000
20,In-person,Bachelors,4,"Developer, embedded applications or devices",2500,Ukraine,,0,Other,12000
30,Hybrid,Bachelors,12,"Developer, full-stack",15,United States of America,Individual contributor,4,Software Development,129000
30,Remote,Some college,3,Developer Experience,2500,El Salvador,,0,Other,39000
30,Remote,Bachelors,14,"Developer, front-end",2500,United States of America,,0,Other,150000
30,Hybrid,Bachelors,6,DevOps specialist,50,United States of America,Individual contributor,8,Banking or Financial Services,200000
30,Hybrid,Bachelors,9,"Developer, back-end",10000,United States of America,Individual contributor,7,Software Development,30000
30,Hybrid,Bachelors,4,"Developer, back-end",500 to 999,United States of America,Individual contributor,3,Software Development,149000
30,Hybrid,Bachelors,10,"Developer, back-end",10000,United States of America,,0,Other,100000
20,In-person,Bachelors,8,"Developer, front-end",50,United States of America,Individual contributor,3,Software Development,123000
40,In-person,Bachelors,20,Project manager,250,United States of America,,0,Other,200000
30,Hybrid,Bachelors,18,"Developer, full-stack",50,United States of America,Individual contributor,12,Government,97000
30,Remote,Associates,16,"Developer, full-stack",50,United States of America,Individual contributor,12,Software Development,170000
40,Hybrid,Secondary school,19,DevOps specialist,15,Uruguay,People manager,19,Software Development,90000
40,Remote,Professional degree,16,Scientist,500 to 999,United States of America,Individual contributor,5,Higher Education,77000
30,Remote,Bachelors,11,"Developer, front-end",50,Haiti,Individual contributor,5,Government,90000
30,Hybrid,Bachelors,9,"Developer, desktop or enterprise applications",2500,United States of America,,0,Other,126880
30,Remote,Some college,7,"Developer, full-stack",1,United States of America,,0,Other,75000
30,Hybrid,Bachelors,5,Other,500 to 999,United States of America,,0,Other,88000
30,Remote,Some college,19,"Engineer, site reliability",250,United States of America,Individual contributor,10,Higher Education,143000
30,Remote,Masters,11,Cloud infrastructure engineer,10000,United States of America,Individual contributor,7,Other,250000
30,In-person,Bachelors,12,Data engineer,250,United States of America,People manager,7,Internet Telecomm or Information Services,150000
50,Hybrid,Bachelors,14,DevOps specialist,10000,United States of America,Individual contributor,14,Internet Telecomm or Information Services,160000
20,In-person,Masters,10,Scientist,10000,United States of America,,0,Other,80000
40,Remote,Bachelors,21,"Developer, full-stack",250,United States of America,Individual contributor,8,Higher Education,171000
40,Remote,Bachelors,26,"Developer, full-stack",5,Romania,Individual contributor,23,Energy,87000
60,Hybrid,Bachelors,42,Engineering manager,2500,United States of America,People manager,40,Transportation or Supply Chain,350000
40,Remote,Bachelors,23,"Developer, full-stack",250,United States of America,Individual contributor,7,Higher Education,130000
20,Remote,Associates,3,"Developer, full-stack",1,"Venezuela, Bolivarian Republic of...",,0,Other,6000
40,Remote,Bachelors,22,"Developer, back-end",250,United States of America,Individual contributor,18,Computer Systems Design and Services,197000
20,Remote,Bachelors,10,Other,500 to 999,United States of America,Individual contributor,4,Other,180000
40,Remote,Bachelors,10,"Developer, full-stack",2500,United States of America,,0,Other,148000
30,Hybrid,Masters,10,"Developer, back-end",2500,Ukraine,Individual contributor,6,Transportation or Supply Chain,95000
40,Hybrid,Some college,20,"Developer, back-end",10000,United States of America,,0,Other,300000
50,Remote,Masters,39,Other,2500,United States of America,Individual contributor,30,Internet Telecomm or Information Services,150000
30,Hybrid,Masters,7,"Developer, back-end",10000,United States of America,Individual contributor,2,Computer Systems Design and Services,185000
30,Remote,Masters,15,"Developer, desktop or enterprise applications",250,Ukraine,Individual contributor,7,Software Development,45000
30,Remote,Bachelors,13,Data scientist or machine learning specialist,25,United States of America,Individual contributor,2,Software Development,120000
30,Remote,Masters,16,"Developer, back-end",2500,Ukraine,Individual contributor,8,Software Development,50000
30,In-person,Bachelors,12,"Developer, full-stack",50,United States of America,Individual contributor,10,Software Development,95000
30,Hybrid,Bachelors,10,"Developer, embedded applications or devices",2500,United States of America,Individual contributor,3,Computer Systems Design and Services,113000
40,In-person,Bachelors,20,"Developer, back-end",250,Uzbekistan,Individual contributor,20,Fintech,250000
30,Hybrid,Bachelors,9,"Developer, full-stack",10000,United States of America,Individual contributor,6,Other,78000
60,Remote,Masters,43,"Senior Executive (C-Suite, VP, etc.)",1,United States of America,,0,Other,240000
30,Hybrid,Masters,9,"Developer, full-stack",15,Belarus,People manager,6,Media & Advertising Services,60000
60,Remote,Masters,40,Data or business analyst,50,United States of America,,0,Other,200000
30,Hybrid,Some college,5,Other,5,United States of America,Individual contributor,5,Software Development,83500
30,Hybrid,Bachelors,13,Engineering manager,50,United States of America,People manager,10,Manufacturing,138000
50,In-person,Professional degree,31,Data scientist or machine learning specialist,10000,United States of America,,0,Other,180000
50,Remote,Bachelors,40,"Developer, back-end",10000,United States of America,Individual contributor,25,Transportation or Supply Chain,165000
30,Remote,Bachelors,10,"Developer, full-stack",50,Afghanistan,Individual contributor,7,Transportation or Supply Chain,20000
30,In-person,Bachelors,7,"Developer, full-stack",250,Norway,Individual contributor,4,Other,60000
40,Remote,Masters,6,"Developer, front-end",10000,United States of America,Individual contributor,5,Fintech,202000
40,Hybrid,Bachelors,23,Data scientist or machine learning specialist,10000,United States of America,Individual contributor,12,Manufacturing,165000
30,Remote,Bachelors,15,"Developer, mobile",50,United States of America,Individual contributor,10,Software Development,113505
50,Remote,Bachelors,30,"Developer, full-stack",250,United States of America,Individual contributor,20,Banking or Financial Services,200000
50,Remote,Masters,24,"Developer, full-stack",50,United States of America,Individual contributor,30,Manufacturing,120000
20,Remote,Bachelors,7,"Developer, mobile",10000,United States of America,Individual contributor,5,Banking or Financial Services,106000
50,Remote,Bachelors,19,Engineering manager,250,United States of America,People manager,34,Other,181243
40,Remote,Some college,25,"Developer, full-stack",50,United States of America,Individual contributor,25,Software Development,158000
40,Remote,Professional degree,21,"Developer, full-stack",25,Argentina,,0,Other,12000
